Day          Total    Perdiem  Percentage
Jul-29-2020 745790	7249	1%
Jul-28-2020 738541	6495	1%
Jul-27-2020 732046	5350	1%
Jul-26-2020 726696	5143	1%
Jul-25-2020 721553	6359	1%
Jul-24-2020 715194	6865	1%
Jul-23-2020 708329	6933	1%
Jul-22-2020 701396	7620	1%
Jul-21-2020 693776	6728	1%
Jul-20-2020 687048	5142	1%
Jul-19-2020 681906	5142	1%
Jul-18-2020 676764	5792	1%
Jul-17-2020 670972	6327	1%
Jul-16-2020 664645	6667	1%
Jul-15-2020 657978	6365	1%
Jul-14-2020 651613	6362	1%
Jul-13-2020 645251	4853	1%
Jul-12-2020 640398	5109	1%
Jul-11-2020 635289	5679	1%
Jul-10-2020 629610	6004	1%
Jul-9-2020 623606	6114	1%
Jul-8-2020 617492	5925	1%
Jul-7-2020 611567	6232	1%
Jul-6-2020 605335	4621	1%
Jul-5-2020 600714	4404	1%
Jul-4-2020 596310	5258	1%
Jul-3-2020 591052	5744	1%
Jul-2-2020 585308	5701	1%
Jul-1-2020 579607	5472	1%
Jun-30-2020 574135	5774	1%
Jun-29-2020 568361	4798	1%
Jun-28-2020 563563	4317	1%
Jun-27-2020 559246	5220	1%
Jun-26-2020 554026	5404	1%
Jun-25-2020 548622	5572	1%
Jun-24-2020 543050	5573	1%
Jun-23-2020 537477	5818	1%
Jun-22-2020 531659	4112	1%
Jun-21-2020 527547	4519	1%
Jun-20-2020 523028	5091	1%
Jun-19-2020 517937	5848	1%
Jun-18-2020 512089	5961	1%
Jun-17-2020 506128	5936	1%
Jun-16-2020 500192	7406	2%
Jun-15-2020 492786	4653	1%
Jun-14-2020 488133	4450	1%
Jun-13-2020 483683	5137	1%
Jun-12-2020 478546	5423	1%
Jun-11-2020 473123	5648	1%
Jun-10-2020 467475	5857	1%
Jun-9-2020 461618	5508	1%
Jun-8-2020 456110	4400	1%
Jun-7-2020 451710	4668	1%
Jun-6-2020 447042	4952	1%
Jun-5-2020 442090	5201	1%
Jun-4-2020 436889	5665	1%
Jun-3-2020 431224	5572	1%
Jun-2-2020 425652	5566	1%
Jun-1-2020 420086	4172	1%
May-31-2020 415914	4253	1%
May-30-2020 411661	4882	1%
May-29-2020 406779	5360	1%
May-28-2020 401419	5171	1%
May-27-2020 396248	5554	1%
May-26-2020 390694	4807	1%
May-25-2020 385887	4570	1%
May-24-2020 381317	3972	1%
May-23-2020 377345	4853	1%
May-22-2020 372492	5509	2%
May-21-2020 366983	5777	2%
May-20-2020 361206	5376	2%
May-19-2020 355830	5816	2%
May-18-2020 350014	4667	1%
May-17-2020 345347	4358	1%
May-16-2020 340989	4920	1%
May-15-2020 336069	5792	2%
May-14-2020 330277	5961	2%
May-13-2020 324316	5794	2%
May-12-2020 318522	6188	2%
May-11-2020 312334	4794	2%
May-10-2020 307540	5290	2%
May-9-2020 302250	5557	2%
May-8-2020 296693	6076	2%
May-7-2020 290617	6358	2%
May-6-2020 284259	7297	3%
May-5-2020 276962	6433	2%
May-4-2020 270529	5572	2%
May-3-2020 264957	4772	2%
May-2-2020 260185	6339	2%
May-1-2020 253846	6493	3%
Apr-30-2020 247353	6360	3%
Apr-29-2020 240993	7225	3%
Apr-28-2020 233768	7229	3%
Apr-27-2020 226539	5617	3%
Apr-26-2020 220922	4787	2%
Apr-25-2020 216135	6572	3%
Apr-24-2020 209563	6547	3%
Apr-23-2020 203016	7227	4%
Apr-22-2020 195789	6958	4%
Apr-21-2020 188831	7344	4%
Apr-20-2020 181487	6474	4%
Apr-19-2020 175013	5722	3%
Apr-18-2020 169291	6676	4%
Apr-17-2020 162615	8824	6%
Apr-16-2020 153791	6988	5%
Apr-15-2020 146803	8431	6%
Apr-14-2020 138372	7516	6%
Apr-13-2020 130856	6279	5%
Apr-12-2020 124577	6195	5%
Apr-11-2020 118382	6546	6%
Apr-10-2020 111836	7221	7%
Apr-9-2020 104615	7826	8%
Apr-8-2020 96789	6895	8%
Apr-7-2020 89894	7485	9%
Apr-6-2020 82409	6241	8%
Apr-5-2020 76168	5521	8%
Apr-4-2020 70647	6376	10%
Apr-3-2020 64271	6269	11%
Apr-2-2020 58002	6411	12%
Apr-1-2020 51591	5369	12%
Mar-31-2020 46222	4859	12%
Mar-30-2020 41363	4456	12%
Mar-29-2020 36907	3669	11%
Mar-28-2020 33238	3910	13%
Mar-27-2020 29328	3587	14%
Mar-26-2020 25741	3175	14%
Mar-25-2020 22566	2628	13%
Mar-24-2020 19938	2599	15%
Mar-23-2020 17339	2083	14%
Mar-22-2020 15256	1810	13%
Mar-21-2020 13446	1709	15%
Mar-20-2020 11737	1431	14%
Mar-19-2020 10306	1092	12%
Mar-18-2020 9214	1023	12%
Mar-17-2020 8191	878	12%
Mar-16-2020 7313	683	10%
Mar-15-2020 6630	711	12%
Mar-14-2020 5919	424	8%
Mar-13-2020 5495	463	9%
